dictionary_id,bucket,reason
"tsudaqar",delete,"0 entries, stale since 2024-12-05"
"tubar",unlisted,"default real private"
"tudaga-ã",delete,"1 entries, stale since 2023-05-11"
"tudientinhoc",glossary,"hand-reviewed"
"tujia",delete,"0 entries, stale since 2024-10-31"
"tuloh",conlang,"self-declared conlang"
"tunsi",unlisted,"default real private"
"turan",delete,"2 entries, stale since 2022-12-19"
"turian",conlang,"self-declared conlang"
"turkce",delete,"0 entries, stale since 2024-04-19"
"turkce-ingilizce",conlang,"self-declared conlang"
"turkish",conlang,"self-declared conlang"
"turkishplus",delete,"2 entries, stale since 2020-07-10"
"turkmen-tatar",unlisted,"default real private"
"tuscarora",public,"publicly listed"
"tutelo-saponi",public,"publicly listed"
"tuun-javi-ixpantepec-ni",public,"publicly listed"
"tuvalu",unlisted,"hand-reviewed"
"twoa-kupu",glossary,"hand-reviewed"
"typo",conlang,"self-declared conlang"
"tz-brainrot",delete,"3 entries, stale since 2025-01-22"
"tzutujil",public,"publicly listed"
"tér-saami",public,"publicly listed"
"ublock",conlang,"self-declared conlang"
"uchinaaguchi",unlisted,"default real private"
"uchinaguchi",unlisted,"default real private"
"udekau",conlang,"self-declared conlang"
"udrean",conlang,"hand-reviewed"
"uitoto",public,"publicly listed"
"ukrainian",delete,"3 entries, stale since 2024-11-28"
"ultra-english",delete,"2 entries, stale since 2025-06-01"
"uma-baha",unlisted,"hand-reviewed"
"undictionaryless",delete,"1 entries, stale since 2025-01-12"
"unit-1-crown-thy-gold-wi",glossary,"hand-reviewed"
"unit-2-dream-factories",glossary,"hand-reviewed"
"unit-2-weather-or-not",glossary,"hand-reviewed"
"unit-3-airports",glossary,"hand-reviewed"
"unit-3-an-ace-up-the-sle",glossary,"hand-reviewed"
"unit1constitution",glossary,"hand-reviewed"
"unnamed-language",conlang,"self-declared conlang"
"unnamed-yet",conlang,"self-declared conlang"
"unnekin",conlang,"self-declared conlang"
"upper-mongolian",delete,"1 entries, stale since 2022-10-27"
"upper-tanana",public,"publicly listed"
"uradian",conlang,"self-declared conlang"
"urdulinga",delete,"0 entries, stale since 2025-04-17"
"uspanteko",public,"publicly listed"
"uyghur",unlisted,"default real private"
"vaelshae",conlang,"self-declared conlang"
"valorian",delete,"0 entries, stale since 2025-03-19"
"valorien",delete,"3 entries, stale since 2024-10-13"
"van-gujjari",delete,"0 entries, stale since 2022-03-24"
"vansh",conlang,"self-declared conlang"
"variacion-lexica-en-joven",glossary,"hand-reviewed"
"variacion-lexica-juvenil",glossary,"hand-reviewed"
"varthekh",conlang,"self-declared conlang"
"vasq",delete,"0 entries, stale since 2025-04-27"
"vedda-reconstruct",unlisted,"hand-reviewed"
"vegetable-valley-allean",unlisted,"default real private"
"velyth",conlang,"self-declared conlang"
"veran",conlang,"self-declared conlang"
"verbarium",glossary,"hand-reviewed"
"verman",conlang,"self-declared conlang"
"verones-ocidental",unlisted,"default real private"
"vhousphlef",conlang,"self-declared conlang"
"vietnamese-particles--di",delete,"2 entries, stale since 2023-04-07"
"vihaans-language",conlang,"self-declared conlang"
"vil-tnd",conlang,"self-declared conlang"
"vincentish",conlang,"hand-reviewed"
"viossa",conlang,"self-declared conlang"
"vismay-glossary",glossary,"hand-reviewed"
"vismay-international-corp",glossary,"hand-reviewed"
"vivirian",conlang,"self-declared conlang"
"vocabualry-set-global-suc",glossary,"hand-reviewed"
"vocretese",delete,"0 entries, stale since 2025-05-01"
"volenverbornia-nocfaera",delete,"1 entries, stale since 2025-06-08"
"vonk",conlang,"self-declared conlang"
"vorian",conlang,"self-declared conlang"
"vyshtytsky",conlang,"self-declared conlang"
"w-dictionary",glossary,"hand-reviewed"
"waali",unlisted,"default real private"
"waccamaw-siouan",delete,"0 entries, stale since 2023-08-22"
"wadatika",unlisted,"default real private"
"wagdi",delete,"1 entries, stale since 2022-11-04"
"waghari",delete,"1 entries, stale since 2022-03-24"
"wahgi-waghi",public,"publicly listed"
"wakhi",public,"publicly listed"
"walak",delete,"hand-reviewed"
"wancho",public,"publicly listed"
"wancho-dictionary",unlisted,"hand-reviewed"
"wanpan",delete,"3 entries, stale since 2024-12-06"
"warrior-cats",conlang,"self-declared conlang"
"waskia",delete,"0 entries, stale since 2020-02-12"
"wate",unlisted,"default real private"
"waxay",delete,"0 entries, stale since 2024-10-23"
"wayuunaiki",unlisted,"default real private"
"weather-language",delete,"0 entries, stale since 2025-05-11"
"weatherlanguage",glossary,"hand-reviewed"
"wehea",public,"publicly listed"
"welsh",delete,"1 entries, stale since 2023-02-11"
"weratian",conlang,"self-declared conlang"
"weri",public,"publicly listed"
"weri-language",delete,"hand-reviewed"
"werikyana",public,"publicly listed"
"werikyana-tiriyo-prtgs-in",delete,"2 entries, stale since 2024-03-25"
"werikyana2",unlisted,"default real private"
"werikyanatiriyo-prtqs-in",delete,"0 entries, stale since 2024-03-25"
"wespulse-tool",conlang,"hand-reviewed"
"western-armenian",delete,"0 entries, stale since 2023-07-30"
"western-armenian-hyw",delete,"0 entries, stale since 2023-07-30"
"western-cham",unlisted,"default real private"
"western-dialect-cherokee",unlisted,"default real private"
"western-minyak",delete,"0 entries, stale since 2022-10-27"
"western-yugur",delete,"1 entries, stale since 2022-10-27"
"western-yugur-language",unlisted,"default real private"
"weston",conlang,"self-declared conlang"
"wf-test-language",delete,"1 entries, stale since 2022-10-27"
"wgnc",conlang,"self-declared conlang"
"whimlish",conlang,"self-declared conlang"
"whujian",conlang,"hand-reviewed"
"wielki-silly-slownik-pier",glossary,"hand-reviewed"
"willy-varian",conlang,"self-declared conlang"
"windowsian",delete,"3 entries, stale since 2024-12-06"
"wiradjuri",unlisted,"hand-reviewed"
"witches-tongue",glossary,"hand-reviewed"
"wnt",delete,"0 entries, stale since 2024-12-03"
"woccon",unlisted,"default real private"
"woffo",conlang,"self-declared conlang"
"woleai",delete,"0 entries, stale since 2024-12-10"
"woleaia",public,"publicly listed"
"words-i-do-not-knoow",conlang,"self-declared conlang"
"wordsweneed",delete,"1 entries, stale since 2025-01-23"
"wounaan",unlisted,"hand-reviewed"
"wowllish",delete,"3 entries, stale since 2025-04-24"
"writing",delete,"0 entries, stale since 2025-05-29"
"wutun",delete,"0 entries, stale since 2022-10-27"
"wuyese",delete,"0 entries, stale since 2025-04-25"
"wymysorys",unlisted,"default real private"
"xander",conlang,"self-declared conlang"
"xavet",conlang,"self-declared conlang"
"xein-doviga",conlang,"self-declared conlang"
"xhenar",conlang,"self-declared conlang"
"xichangana",delete,"1 entries, stale since 2024-05-01"
"xidza",delete,"1 entries, stale since 2022-10-27"
"xinca-barrio-norte-chiq",unlisted,"default real private"
"xinca-de-jumaytepeque",unlisted,"default real private"
"xinjiang-oirat",delete,"0 entries, stale since 2022-10-27"
"xinka-de-chiquimulilla",unlisted,"default real private"
"xinka-de-guazacapan",unlisted,"default real private"
"xinka-de-sinacantan",unlisted,"default real private"
"xinka-de-yupiltepeque",unlisted,"default real private"
"xitsonga",unlisted,"hand-reviewed"
"xotong",conlang,"self-declared conlang"
"xuvi-kakom",conlang,"self-declared conlang"
"xxx",delete,"1 entries, stale since 2025-06-04"
"xyzyl",public,"publicly listed"
"yabadinese",conlang,"self-declared conlang"
"yactovian",conlang,"self-declared conlang"
"yafia",conlang,"self-declared conlang"
"yakut",unlisted,"default real private"
"yama",unlisted,"default real private"
"yana",unlisted,"default real private"
"yanesha",public,"publicly listed"
"yanesha1",delete,"2 entries, stale since 2022-10-20"
"yanomama",delete,"0 entries, stale since 2020-06-05"
"yanosiano",delete,"1 entries, stale since 2025-04-06"
"yapese",public,"publicly listed"
"yaruro-colombiano",unlisted,"default real private"
"yasho",conlang,"self-declared conlang"
"yavapai",glossary,"hand-reviewed"
"yiddish",unlisted,"default real private"
"yijuian",delete,"2 entries, stale since 2022-10-27"
"yinhawangka",delete,"1 entries, stale since 2024-10-23"
"yiukuh",conlang,"self-declared conlang"
"ykK8VDgz1H2Fbh2LWRgM",delete,"1 entries, stale since 2019-05-04"
"yokoim",public,"publicly listed"
"yokotan",unlisted,"default real private"
"yolo",delete,"1 entries, stale since 2022-10-27"
"yongasabi",conlang,"self-declared conlang"
"yor",delete,"hand-reviewed"
"yoruba",unlisted,"default real private"
"yoruba-dictionary",delete,"0 entries, stale since 2022-10-27"
"yoruba-wuyi",conlang,"self-declared conlang"
"yorùbá",unlisted,"hand-reviewed"
"youn",conlang,"self-declared conlang"
"yowlumni",unlisted,"default real private"
"ytalijano",conlang,"self-declared conlang"
"yumiko2001",delete,"2 entries, stale since 2025-06-29"
"yuqui",unlisted,"default real private"
"yurt-tatar",unlisted,"default real private"
"yésah-language",unlisted,"default real private"
"zAY0vL2NF3waKYyJEUcS",unlisted,"default real private"
"zababish",conlang,"self-declared conlang"
"zahuratiya",conlang,"self-declared conlang"
"zande",public,"publicly listed"
"zapotec",unlisted,"default real private"
"zapoteco-de-analco",delete,"1 entries, stale since 2024-11-19"
"zapoteco-de-istmo",delete,"0 entries, stale since 2024-08-12"
"zapoteco-de-juárez",unlisted,"default real private"
"zapoteco-de-la-sierra-n",public,"publicly listed"
"zapoteco-de-la-sierra-no",delete,"0 entries, stale since 2019-10-02"
"zapoteco-de-la-sierra-nor",unlisted,"default real private"
"zapoteco-de-lachiriega",delete,"1 entries, stale since 2019-09-17"
"zapoteco-de-mitla",unlisted,"default real private"
"zapoteco-del-centro",delete,"hand-reviewed"
"zapoteco-serrano",public,"publicly listed"
"zapoteco-serrano-ixtlan",unlisted,"default real private"
"zazakî",delete,"0 entries, stale since 2021-10-09"
"zcokastrian",conlang,"self-declared conlang"
"zelenphobia",delete,"1 entries, stale since 2025-03-01"
"zelp",conlang,"self-declared conlang"
"zenthariq",conlang,"self-declared conlang"
"zetoa-alt",conlang,"self-declared conlang"
"zhan",delete,"1 entries, stale since 2025-06-18"
"zhilthikpehl",delete,"0 entries, stale since 2025-03-12"
"zhiltnaq",conlang,"self-declared conlang"
"zhnemipo",conlang,"self-declared conlang"
"zhunsheng",delete,"0 entries, stale since 2025-03-13"
"zhurek",conlang,"self-declared conlang"
"zofia",delete,"1 entries, stale since 2025-03-07"
"zomar",conlang,"self-declared conlang"
"zorakuslanguage",conlang,"self-declared conlang"
"zoralofzorak",conlang,"self-declared conlang"
"zulgo",delete,"2 entries, stale since 2022-10-27"
"zwpqtvcaoirkvphgyjskrxbpd",conlang,"self-declared conlang"
"àfìn",delete,"1 entries, stale since 2022-10-27"
"äynu",public,"publicly listed"
"дунганский",delete,"0 entries, stale since 2022-10-27"
"অসমীয়া",delete,"1 entries, stale since 2022-11-19"
"ḩurīian",delete,"0 entries, stale since 2022-10-27"
"teste",conlang,"self-declared conlang"
"rhenic",conlang,"self-declared conlang"
